io.netty,netty-codec-http,4.1.0.Beta3,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.1.0.Beta3,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.Beta2,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.Beta2,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.1.0.Beta2,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.Beta1,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.Beta1,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.1.0.Beta1,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.56.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.56.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.56.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.55.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.55.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.55.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.54.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.54.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.54.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.53.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.53.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.53.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.52.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.52.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.52.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.51.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.51.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.51.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.50.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.50.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.50.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.49.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.49.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.49.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.48.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.48.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.48.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.47.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.47.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.47.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.46.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.46.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.46.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.45.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.45.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.45.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.44.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.44.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.44.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.43.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.43.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.43.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.42.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.42.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.42.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.41.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.41.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.41.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.40.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.40.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.40.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.39.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.39.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.39.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.38.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.38.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.38.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.37.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.37.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.37.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.36.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.36.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.36.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.35.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.35.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.35.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.34.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.34.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.34.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.33.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.33.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.33.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.32.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.32.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.32.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.31.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.31.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.31.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.30.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.30.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.30.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.29.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.29.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.29.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.28.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.28.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.28.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.27.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.27.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.27.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.26.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.26.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.26.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.25.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.25.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.25.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.24.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.24.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.24.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.23.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.23.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.23.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.22.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.22.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.22.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.21.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.21.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.21.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.20.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.20.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.20.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.19.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.19.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.19.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.18.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.18.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.18.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.17.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.17.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.17.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.16.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.16.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.16.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.15.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.15.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.15.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.14.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.14.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.14.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.14.Beta1,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.14.Beta1,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.14.Beta1,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.13.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.13.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.13.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.12.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.12.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.12.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.0.11.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.0.11.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.0.11.Final,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
